Ortsname,PLZ,Latitude,Longitude,
Abtwil SG,9030,47.4227854,9.317473399999999,
Schlierbach,6231,47.2252741,8.118118100000002,
Affoltern im Emmental,3416,47.06603870000001,7.7274954,
Russikon,8332,47.3955327,8.777935900000001,
Sempach-Station,6203,47.1198329,8.2198171,
Uffikon,6253,47.21044010000001,8.017634,
Basel,4053,47.54061230000001,7.5975674,
Egliswil,5704,47.3480654,8.1895463,
Kaisten,5082,47.53560179999999,8.0497939,
Opfikon,8152,47.4289624,8.5653092,
Aubonne,1170,46.818188,8.227511999999999,
Neuendorf,4623,47.2964278,7.802422200000001,
Cugy,1053,46.5911157,6.649315499999999,
Mettlen,9517,47.5364443,9.123776699999999,
Mühleberg,3203,46.9596448,7.263253799999999,
Gurzelen,3663,46.7757953,7.5434028,
Lupfig,5242,47.4349868,8.214691499999999,
Lanzenhäusern,3148,46.8434208,7.3650479,
Uettligen,3043,46.99141729999999,7.377042599999999,
Ziegelbrücke,8866,47.1369139,9.0630186,
Füllinsdorf,4414,47.5106069,7.7321246,
Schüpfheim,6170,46.9431775,8.019995999999999,
Buchs,9470,47.16972879999999,9.4752513,
Basel,4058,47.5656032,7.611773100000001,
Präz / Plaun,7424,46.7453548,9.3950169,
Abtwil,9030,47.4227854,9.317473399999999,
Küblis,7240,46.9178837,9.7833466,
Laufenburg,5080,47.5571986,8.0589588,
Kriens,6010,47.0223002,8.2813683,
Zug,6300,47.15582999999999,8.5314882,
Aesch,6287,47.2583926,8.2389682,
Surrein,7173,46.677464,8.968366500000002,
Walenstadt,8880,47.124147,9.312686099999999,
Zürich,8055,47.3627973,8.4936631,
Unterägeri,6314,47.1226008,8.5818864,
Eich,6205,47.1603059,8.1685081,
Zug,6300,47.15582999999999,8.5314882,
Lajoux,2718,47.2811887,7.1330711,
Eriswil,4952,47.0668953,7.858390600000001,
Rougemont,1659,46.818188,8.227511999999999,
Gossau,9200,47.4151524,9.248133600000001,
Arlesheim,4144,47.4953285,7.628910799999999,
Pignia,7443,46.6028594,9.468848699999999,
Trübbach,9477,47.07754080000001,9.4904919,
Ebikon,6030,47.08164499999999,8.3407354,
Bergdietikon,8962,47.3860478,8.3791652,
Sent,7554,46.8131893,10.357203,
Ebersecken,6245,47.1790691,7.937291399999999,
Ebnet,6163,47.0217758,8.0839699,
Hendschiken,5604,47.3858289,8.2125518,
Ebnet,6163,47.0217758,8.0839699,
Waltenschwil,5622,47.3329265,8.2969192,
Egolzwil,6243,47.1819903,8.0009062,
Bern,3006,46.9462427,7.4710474,
Basel,4052,47.5484185,7.610165400000001,
Zeiningen,4314,47.5427335,7.876497899999999,
Hüswil,6152,47.1295662,7.908548199999999,
Degersheim,9113,47.36995830000001,9.1964005,
Hämikon,6289,47.2422948,8.291543899999999,
Liestal,4410,47.4889962,7.7232323,
Kallern,5625,47.3136422,8.291278199999999,
Rickenbach,6221,47.2227566,8.1534441,
Zürich,8055,47.3627973,8.4936631,
Zürich,8055,47.3627973,8.4936631,
Frutigen,3714,46.5992099,7.6424435,
Thun,3600,46.818188,8.227511999999999,
Azmoos,9478,47.0909084,9.418216,
Oberbalm,3096,46.86735239999999,7.4093145,
Mettmenstetten,8932,47.2437564,8.4626854,
Luzern,6002,46.818188,8.227511999999999,
Full-Reuenthal,5324,47.6038445,8.2028956,
St.Gallen,9015,47.4080948,9.3045072,
Taegerwilen,8274,47.647322,9.1316841,
Eriswil,4952,47.0668953,7.858390600000001,
Schwendibach,3624,46.7651516,7.6666345,
Sempach,6204,47.14074189999999,8.201868,
Jegenstorf,3303,47.0519193,7.498883799999999,
Seigneux,1525,46.818188,8.227511999999999,
Finsterwald,6162,46.9748961,8.124259499999999,
Ufhusen,6153,47.1037285,7.892416300000001,
Zug,6300,47.15582999999999,8.5314882,
Guntmadingen,8223,47.6771345,8.5546624,
Basel,4058,47.5656032,7.611773100000001,
Basel,4058,47.5656032,7.611773100000001,
Arlesheim,4144,47.4953285,7.628910799999999,
Carouge,1227,46.818188,8.227511999999999,
Hohenrain,6276,47.1811341,8.3218395,
Finsterwald,6162,46.9748961,8.124259499999999,
Genève,1209,46.818188,8.227511999999999,
Villmergen,5612,47.3446612,8.236875,
Grosswangen,6022,47.1367735,8.0509437,
Oberiberg,8843,47.030662,8.759293999999999,
Kaltacker,3413,47.0803604,7.660232000000001,
Birsfelden,4127,47.5520922,7.6291704,
Birsfelden,4127,47.5520922,7.6291704,
Aigle,1860,46.818188,8.227511999999999,
Penthalaz,1305,46.818188,8.227511999999999,
Wisen,4634,47.3960399,7.892931699999999,
Lausanne,1005,46.52013909999999,6.6427496,
Eschenbach,6274,47.1226199,8.316711699999999,
Vuisternens-en-Ogoz,1696,46.6999066,7.0581245,
Waldkirch,9205,47.4613393,9.2879882,
Littau,6014,47.0588407,8.2500796,
Nidau,2560,47.1246634,7.243721299999999,
Romanshorn,8590,47.5644239,9.3591783,
Meyrin,1217,46.2349075,6.074979099999999,
Altwis,6286,47.2426683,8.2524742,
Geiss,6123,47.09145609999999,8.067970599999999,
Wilchingen,8217,47.6648801,8.4528505,
Emmen,6032,47.0938162,8.308271999999999,
Ebikon,6030,47.08164499999999,8.3407354,
Zürich,8055,47.3627973,8.4936631,
Schaffhausen,8200,47.7114176,8.626544899999999,
Muhen,5037,47.3371722,8.0658539,
Ittigen,3063,46.9824346,7.4776246,
Wolfwil,4628,47.2700883,7.792196300000001,
Zweisimmen,3770,46.5761908,7.4034662,
Gelfingen,6284,47.2156126,8.286759199999999,
Ormalingen,4466,47.4710544,7.877688000000001,
Lausanne,1000,46.818188,8.227511999999999,
Lenzburg,5600,47.3778731,8.1860746,
Rüti,8630,47.258089,8.8664545,
Unterstammheim,8476,47.6491791,8.7921751,
Trübbach,9477,47.07754080000001,9.4904919,
Steinach,9323,47.4985985,9.436729099999999,
Etziken,4554,47.1893868,7.6421293,
Choulex,1244,46.818188,8.227511999999999,
San Carlo,7741,46.3502217,10.091699,
Wittnau,5064,47.4824671,7.9622572,
Wetzikon,8621,46.818188,8.227511999999999,
Develier,2802,47.3601962,7.2832671,
Grabs,9472,47.1713913,9.3958216,
Schüpfheim,6170,46.9431775,8.019995999999999,
Dürrenroth,3465,47.0813037,7.791030399999999,
Arosa,7050,46.77722869999999,9.6554,
Wünnewil,3184,46.87106929999999,7.275707499999999,
Grosswangen,6022,47.1367735,8.0509437,
Rickenbach,6221,47.2227566,8.1534441,
Neudorf,CH-6025,47.1791998,8.2129935,
Etziken,4554,47.1893868,7.6421293,
Choulex,1244,46.818188,8.227511999999999,
San Carlo,7741,46.3502217,10.091699,
Wittnau,5064,47.4824671,7.9622572,
Wetzikon,8621,46.818188,8.227511999999999,
Develier,2802,47.3601962,7.2832671,
Grabs,9472,47.1713913,9.3958216,
Schüpfheim,6170,46.9431775,8.019995999999999,
Dürrenroth,3465,47.0813037,7.791030399999999,
Arosa,7050,46.77722869999999,9.6554,
Wünnewil,3184,46.87106929999999,7.275707499999999,
Grosswangen,6022,47.1367735,8.0509437,
Rickenbach,6221,47.2227566,8.1534441,
Pratteln,4133,47.52046790000001,7.695735300000001,
Buchs,9470,47.16972879999999,9.4752513,
Les Ponts de Martel,2316,46.9926719,6.7234913,
Saanenmöser,3777,46.5190587,7.313343099999999,
Champvent,1443,46.818188,8.227511999999999,
Lenzburg,5600,47.3778731,8.1860746,
Heimisbach,3453,47.0132616,7.784241499999999,
Gersau,6442,47.00934789999999,8.5236174,
Illnau,8308,47.4075705,8.7174687,
Davos Clavadel,7272,46.7209578,9.856140199999999,
Egg,8847,47.1617695,8.783147699999999,
Wölflinswil,5063,47.460628,7.9923183,
Wolfisberg,4704,47.2641852,7.698057399999999,
Bellinzona,6500,46.818188,8.227511999999999,
Meilen,8706,47.28415680000001,8.6552506,
Tenna,7106,46.7416885,9.3210091,
Bargen,3282,47.0387536,7.248265099999998,
Chavannes sur Moudon,1512,46.818188,8.227511999999999,
Schmiedrued,5046,47.26548220000001,8.1055792,
Ried-Mörel,3986,46.3526497,8.027042,
Rolle,1180,46.4594462,6.3291453,
Horgen,8810,47.2483725,8.6079058,
Attelwil,5056,47.262211,8.04757,
Schwarzenberg,6103,46.99072080000001,8.176533899999999,
Poliez-Le-Grand,1041,46.6350262,6.685364799999999,
Günsberg,4524,47.2631299,7.566750799999999,
Widen,8967,47.3728777,8.357085999999999,
Stels,7226,46.9620988,9.7247981,
Tenna,7106,46.7416885,9.3210091,
Uzwil,9240,47.4354501,9.1376811,
Ettingen,4107,47.4709326,7.5505014,
Lenggenwil,9525,47.4730205,9.1434593,
Ennenda,8755,47.037679,9.1073954,
Attiswil,4536,47.2503721,7.610934299999999,
Interlaken,3800,46.6871831,7.848015299999999,
Romanshorn,8590,47.5644239,9.3591783,
Basel,4020,46.818188,8.227511999999999,
Homburg,8508,47.6322613,9.0091503,
Langnau,3550,46.9349318,7.7864583,
Monthey,1870,46.818188,8.227511999999999,
Ruswil,6017,47.08397739999999,8.1263259,
Jegenstorf,3303,47.0519193,7.498883799999999,
Chézard-Saint-Martin,2054,47.078038,6.9302062,
Ebikon,6030,47.08164499999999,8.3407354,
Oberkirch,6208,47.15790860000001,8.0988664,
Seehof,2747,47.29672919999999,7.5043034,
Tenna,7106,46.7416885,9.3210091,
Alvaneu Dorf,7492,46.7203163,9.636018499999999,
Schafisheim,5503,47.3774707,8.1428446,
Eich,6205,47.1603059,8.1685081,
Jegenstorf,3303,47.0519193,7.498883799999999,
Rohrbachgraben,4938,47.1197698,7.8015921,
Staffelbach,5053,47.280119,8.0376329,
Sulz,5085,47.532246,8.0972936,
Flaach,8416,47.5845233,8.6002216,
Zürich,8055,47.3627973,8.4936631,
Givisiez,1762,46.8148649,7.1244891,
Seeberg,3365,47.1485054,7.666756,
Euthal,8844,47.09837539999999,8.8348247,
Mollis,8753,47.0926627,9.0945884,
Pany,7243,46.9368425,9.762223299999999,
Muri,5630,47.2782305,8.3382955,
Kräiligen,3315,47.1377716,7.533422099999999,
Sempach,6204,47.14074189999999,8.201868,
Oberwil bei Zug,6317,47.1401305,8.5116703,
Hasliberg Wasserwendi,6084,46.7545631,8.2036312,
Wünnewil,3184,46.87106929999999,7.275707499999999,
Mauensee,6216,47.1669948,8.0744959,
Neftenbach,8413,47.5307206,8.6573543,
Mollis,8753,47.0926627,9.0945884,
Schenkon,6214,47.1850966,8.130626,
Rossrüti,9512,47.478784,9.071283099999999,
St. Peterzell,9127,47.319723,9.1770198,
Lausanne,1004,46.818188,8.227511999999999,
Basel,4056,47.5705771,7.5740645,
Leutwil,5725,47.3072787,8.174762399999999,
Böbikon,5334,47.5520876,8.3369529,
Baar,6340,47.2003879,8.526752799999999,
Lienz,9464,47.29429460000001,9.5170511,
Obergesteln,3988,46.51280939999999,8.322657999999999,
Ganterschwil,9608,47.37766149999999,9.100402899999999,
La Chaux-de-Fonds,2300,47.11767829999999,6.8405667,
Sennwald,9466,47.2655237,9.5073787,
Haslen,9054,47.3676515,9.368072399999999,
Mühleberg,3203,46.9596448,7.263253799999999,
Finsterwald bei Entlebuch,6162,46.9748961,8.124259499999999,
Steinebrunn,9314,47.5333216,9.345786799999999,
Basel,4053,47.54061230000001,7.5975674,
Müllheim,8554,47.5832323,9.0337081,
Herznach,5027,47.4742592,8.0506391,
Herbligen,3671,46.8197981,7.613793800000001,
Schwarzenburg,3150,46.8091666,7.329899500000001,
Reute,9411,47.4020654,9.5564831,
Scheuren - Forch,8127,47.3235637,8.6551185,
Liestal,4410,47.4889962,7.7232323,
Untersteckholz,4916,47.2026044,7.8452789,
Engelburg,9032,47.444623,9.3412872,
Schafisheim,5503,47.3774707,8.1428446,
Pfäffikon,8330,47.3722412,8.7921111,
Weinfelden,8570,47.569994,9.1067558,
Rütihof,5406,47.4372804,8.2683749,
Préverenges,1028,46.818188,8.227511999999999,
Furna,7232,46.9333514,9.6596705,
Hofstetten,4114,47.4732561,7.5152288,
Krummenau,9643,47.2601658,9.1822847,
Rubigen,3113,46.90255519999999,7.5418266,
Guntmadingen,8223,47.6771345,8.5546624,
Rotkreuz,6343,47.1427744,8.4430747,
Gohl,3553,46.9812891,7.8228805,
Riehen,4125,47.58265900000001,7.652434,
Säriswil,3049,46.991434,7.3388638,
Entlebuch,6162,46.9748961,8.124259499999999,
Villars-sur-Glâne,1752,46.7934868,7.116231,
Pierrafortscha,1723,46.818188,8.227511999999999,
Klosters,7250,46.8390202,9.9588438,
Kreuzlingen,8280,47.6400624,9.1603602,
Kerzers,3210,46.9780711,7.2035307,
Locarno,6600,46.1663212,8.787654999999999,
Griesenberg,8514,47.5564231,9.0282404,
Wattwil,9630,47.2901615,9.0845857,
Rudolfstetten,8964,47.3658781,8.3853302,
Scuol,7550,46.7291199,10.3141052,
Zürich,8055,47.3627973,8.4936631,
Zürich,8055,47.3627973,8.4936631,
Diemtigen,3754,46.64598729999999,7.5643548,
Wetzikon,8620,47.32225469999999,8.801023599999999,
Limpach,3317,47.1023102,7.476735299999999,
Alpnach Dorf,6055,46.949044,8.212256199999999,
Mettmenstetten,8932,47.2437564,8.4626854,
Hohenrain,6276,47.1811341,8.3218395,
Aesch bei Neftenbach,8412,47.5500604,8.663269,
Schwyz,6430,47.0326445,8.6692757,
Lausanne,1007,46.516054,6.608998000000001,
Büren zum Hof,3313,47.0974263,7.513861200000001,
Lenggenwil,9525,47.4730205,9.1434593,
Murzelen,3034,46.9759147,7.314321100000001,
Satigny,1242,46.818188,8.227511999999999,
Worb,3076,46.9305584,7.561035299999999,
Fehren,4232,47.3974032,7.5817155,
Amriswil,8580,47.5500718,9.292343299999999,
Froideville,1055,46.818188,8.227511999999999,
Ebikon,6030,47.08164499999999,8.3407354,
Sünikon,8162,47.4975846,8.4396233,
Hohenrain,6276,47.1811341,8.3218395,
Biberist,4562,47.1859517,7.5462127,
Trimmis,7203,46.8865473,9.576373499999999,
Chur,7000,46.84823,9.5084689,
Montricher,1147,46.818188,8.227511999999999,
Bellach,4512,47.2112945,7.496582499999999,
Dussnang,8374,47.4285271,8.9568145,
Zug,6300,47.15582999999999,8.5314882,
Riedholz,4533,47.233402,7.5707169,
Oberthal,3531,46.922051,7.688424299999999,
Belp,3123,46.895252,7.5046295,
Pfaffnau,6264,47.2304846,7.903808,
Grabs,9472,47.1713913,9.3958216,
Ottoberg,8561,47.5885852,9.091079599999999,
Ottoberg,8561,47.5885852,9.091079599999999,
Lohn,7433,46.6243833,9.3852359,
Hedingen,8908,47.2992865,8.4534407,
Mathon,7433,46.6243833,9.3852359,
Arbon,9320,47.5172117,9.4211878,
Kerns,6064,46.9040003,8.2946543,
Gstaad,3780,46.4722047,7.289759900000001,
Kirchlindach,3038,46.99878020000001,7.414235100000001,
Ibach,6438,47.0074386,8.6464977,
Domdidier,1564,46.818188,8.227511999999999,
Herznach,5027,47.4742592,8.0506391,
Oberburg,3414,47.0294342,7.616943099999999,
Fankhaus,3557,46.9836486,7.930345699999998,
Oberbipp,4538,47.2561103,7.6720267,
Sumiswald,3454,47.028436,7.744630199999999,
Kreuzlingen,8280,47.6400624,9.1603602,
Grünenmatt,3452,47.0276039,7.717045100000001,
Kienberg,4468,47.4429267,7.9632162,
Hausen am Albis,8915,47.2546056,8.5248932,
Li Curt,7745,46.3011983,10.0438912,
Huttwil,4950,47.1061468,7.857353000000001,
Worb,3076,46.9305584,7.561035299999999,
Walperswil,3272,47.05057,7.2160578,
Gossau,9200,47.4151524,9.248133600000001,
Frieswil,3035,46.9943922,7.2926684,
Otelfingen,8112,47.4615504,8.3923945,
Ilanz,7130,46.7712522,9.197411599999999,
CH-Bettenhausen,3366,47.16762079999999,7.710562899999999,
Trub,3556,46.9720887,7.885568899999999,
Hemmental,8231,47.7353581,8.5722759,
Büron,6233,47.21470009999999,8.094083699999999,
Les Bioux,1346,46.6089604,6.2913815,
Stadel,8174,47.5257175,8.460209299999999,
Tobel,9555,47.5153147,9.0325316,
Wilen-Gottshaus,9225,47.4912275,9.285418,
Tuggen,8856,47.20307570000001,8.941439899999999,
Mex,1031,46.818188,8.227511999999999,
Esslingen,8133,47.2918838,8.7154242,
Basel,4053,47.54061230000001,7.5975674,
Buttisholz,6018,47.114231,8.0923935,
Berneck,9442,47.4246872,9.6107587,
Monthey,1870,46.818188,8.227511999999999,
Entlebuch,6162,46.9748961,8.124259499999999,
Merlischachen,6402,47.0694849,8.4062542,
Affeltrangen,9556,47.531803,9.026558699999999,
Renens,1020,46.53643779999999,6.5909099,
Altstätten,9450,47.3700789,9.5549856,
Büren zum Hof,3313,47.0974263,7.513861200000001,
Schüpfheim,6170,46.9431775,8.019995999999999,
Wattwil,9630,47.2901615,9.0845857,
Rosshäusern,3204,46.9293689,7.278932999999999,
Steffisburg,3613,46.7734044,7.6160391,
Horn,9326,47.4944364,9.4570861,
Muttenz,4132,47.5236348,7.6485345,
Stuls/Stugl,7482,46.6199306,9.784457,
Oberhelfenschwil,9621,47.3478411,9.1031113,
Hornussen,5075,47.5048684,8.065268699999999,
Oeschgen,5072,47.5253673,8.0196605,
Wildberg,8489,47.4195088,8.8190441,
Sent,7554,46.8131893,10.357203,
Salez,9465,47.23676769999999,9.497722,
Zwillikon,8909,47.2887811,8.4291134,
Oeschseite,3776,46.5271177,7.338569,
Häusernmoos,3463,47.0814797,7.752473299999999,
Zell LU,6144,47.139762,7.938244600000001,
Wilen,8832,47.1934879,8.7155642,
Steckborn,8266,47.6616993,8.977273799999999,
Schocherswil,8581,47.5353988,9.2596241,
Kägiswil,6056,46.9191374,8.2543049,
Longirod,1261,46.818188,8.227511999999999,
Aarberg,3270,47.0461703,7.2853974,
Oberbalm,3096,46.86735239999999,7.4093145,
Courtaman,1791,46.818188,8.227511999999999,
Bondo,7606,46.3177331,9.5722497,
Oetwil am See,8618,47.2691032,8.7236329,
Würenlingen,5303,47.5308686,8.2546816,
Lützelflüh-Goldbach,3432,47.0055543,7.681473,
Quartino,6572,46.153111,8.8956863,
Fulenbach,4629,47.2843652,7.8349936,
Chailly-Montreux,1816,46.818188,8.227511999999999,
Ganterschwil,9608,47.37766149999999,9.100402899999999,
Eschenbach,6274,47.1226199,8.316711699999999,
Wäldi,8564,47.6168492,9.078491399999999,
Montezillon,2037,46.818188,8.227511999999999,
Stierva,7459,46.6661893,9.5264546,
Rudolfingen,8465,47.6455813,8.6771721,
La Lecherette,1660,46.818188,8.227511999999999,
Bassecourt,2854,47.3333812,7.2408492,
Castelrotto,6980,45.9929637,8.838320699999999,
Segnas,7186,46.6841514,8.8204538,
Nufenen,7437,46.5393362,9.2366653,
Baechli,9633,47.3005308,9.1757408,
Büttenhardt,8236,47.7568402,8.649650099999999,
Fanas,7215,47.0095626,9.685711399999999,
Auswil,4944,47.1366103,7.841953199999999,
Niederuzwil,9244,47.4457939,9.1439182,
Oberriet,9463,47.320266,9.567072999999999,
Lützelflüh,3432,47.0055543,7.681473,
Uster,8610,47.3479211,8.723527599999999,
Oberbalm,3096,46.86735239999999,7.4093145,
Schiers,7220,46.9725548,9.6884213,
Vattiz,7146,46.7106708,9.132503999999999,
Mauren,8576,47.5683028,9.1588198,
Bubikon,8608,47.2723166,8.8099052,
Selzach,2545,47.2121208,7.446418599999999,
Däniken,4658,47.3534546,7.9741975,
Bösingen,3178,46.88358059999999,7.232165500000001,
Torny-le-Grand,1748,46.818188,8.227511999999999,
Crissier,1023,46.818188,8.227511999999999,
Wallenwil,8360,47.4600973,8.9637335,
Dagmersellen,6252,47.214311,7.995047800000001,
Urdorf,8902,47.3896332,8.4254552,
Baden,5400,46.818188,8.227511999999999,
Neftenbach,8413,47.5307206,8.6573543,
Frauenfeld,8500,47.5624565,8.8883133,
Blonay,1807,46.818188,8.227511999999999,
Uettligen,3043,46.99141729999999,7.377042599999999,
Trüllikon,8466,47.6389086,8.6997237,
Spreitenbach,8957,47.4141202,8.3662195,
Brugg,5200,47.4824134,8.2072208,
Regensdorf-Watt,8105,47.4360745,8.469988599999999,
Knonau,8934,47.2222792,8.4637564,
Basel,4058,47.5656032,7.611773100000001,
Basel,4058,47.5656032,7.611773100000001,
Baar,6340,47.2003879,8.526752799999999,
Wilen bei Wil,9535,47.4447745,9.032686199999999,
Semsales,1623,46.818188,8.227511999999999,
Bennau,8836,47.15019700000001,8.7356141,
Alosen,6315,47.1373251,8.6468372,
Sumiswald,3454,47.028436,7.744630199999999,
St. Gallen,9011,47.41196180000001,9.4078687,
Eschenbach,6274,47.1226199,8.316711699999999,
Rüthi,9464,47.29429460000001,9.5170511,
Wil bei Turgi,5300,47.4939287,8.2530348,
Luven,7141,46.7522426,9.191246,
Gais,9056,47.3675181,9.4673559,
Affoltern am Albis,8910,47.27914759999999,8.4595489,
Tamins,7015,46.8423435,9.4028679,
Detligen,3036,46.9980831,7.2730819,
Basel,4058,47.5656032,7.611773100000001,
Basel,4058,47.5656032,7.611773100000001,
Satigny,1242,46.818188,8.227511999999999,
Giswil,6074,46.828877,8.118184399999999,
Wuppenau,9514,47.4961569,9.1015365,
Sempach,6204,47.14074189999999,8.201868,
Oerlingen,8461,47.6209086,8.6757569,
Oberstetten,9249,47.4448209,9.0942843,
Lützelflüh,3432,47.0055543,7.681473,
Bätterkinden,3315,47.1377716,7.533422099999999,
Porrentruy,2900,46.818188,8.227511999999999,
Seewen,6423,47.0309883,8.626532599999999,
Les Bois,2336,47.1728237,6.9006476,
Arth,6415,47.076418,8.5437967,
Sion,1950,46.818188,8.227511999999999,
Bolken,4556,47.1781859,7.6628849,
Bellach,4512,47.2112945,7.496582499999999,
Collonge Bellerive,1245,46.2568613,6.202908499999999,
Thalwil,8800,47.2913265,8.5602201,
Rotkreuz,6343,47.1427744,8.4430747,
Münchenstein,4142,47.51813110000001,7.620042300000001,
Bellinzona,6500,46.818188,8.227511999999999,
Grüsch,7214,46.9692138,9.6412028,
Schwyz,6430,47.0326445,8.6692757,
Widnau,9443,47.4024006,9.64049,
Wildhaus,9658,47.213651,9.360623499999999,
Murzelen,3034,46.9759147,7.314321100000001,
Onex,1213,46.1945732,6.1110751,
Tenniken,4456,47.4333559,7.81613,
Eggiwil,3537,46.8603217,7.8073467,
Rickenbach SZ,6432,47.00646889999999,8.6914415,
Lumbrein,7148,46.6852656,9.1152836,
Bern,3013,46.9551403,7.446927199999999,
Lausanne,1010,46.818188,8.227511999999999,
Märstetten,8560,47.5878496,9.069190299999999,
Oulens-Sur-Lucens,1522,46.7041737,6.8282004,
Niederuzwil,9244,47.4457939,9.1439182,
Wagen,8646,47.234386,8.8864775,
St. Gallenkappel,8735,47.26580209999999,8.988006,
Basel,4058,47.5656032,7.611773100000001,
Rain,6026,47.1365002,8.2606764,
Steinach,9323,47.4985985,9.436729099999999,
Oetwil am See,8618,47.2691032,8.7236329,
Marthalen,8460,47.621445,8.6359969,
Basel,4018,46.818188,8.227511999999999,
Uettligen,3043,46.99141729999999,7.377042599999999,
Zernez,7530,46.6663975,10.14355,
Brissago,6614,46.12379929999999,8.6833242,
Biel-Benken,4105,47.5098182,7.5219248,
Lengwil,8574,47.6168339,9.202468699999999,
Altishofen,6246,47.1975095,7.9544123,
Schwyz,6430,47.0326445,8.6692757,
Les Hauts-Geneveys,2208,47.0429629,6.8633766,
Kleinlützel,4245,47.4301596,7.420307,
Andwil,8586,47.5456562,9.2161258,
Tscherlach,8881,47.1442646,9.3070382,
Zäziwil,3532,46.89485579999999,7.6574936,
Porrentruy,2900,46.818188,8.227511999999999,
Büsserach,4227,47.3926666,7.541642100000001,
Schinznach-Dorf,5107,47.4602684,8.137235800000001,
Uttigen,3628,46.7955982,7.5750455,
Mathod,1438,32.5706077,-117.0923022,
Adelboden,3715,46.4793126,7.552188999999999,
Rickenbach,6221,47.2227566,8.1534441,
Saules,2732,47.2359631,7.2278627,
Cartigny,1236,46.818188,8.227511999999999,
Berg am Irchel,8415,47.5651662,8.5943448,
Moosseedorf,3302,47.01125460000001,7.485212499999999,
Zuchwil,4528,47.2044642,7.563005599999999,
Morges,1110,46.5129601,6.494382,
Rhäzüns,7403,46.7843232,9.395788,
Port,2562,47.1139246,7.258634799999999,
Yverdon-les-Bains,1400,46.818188,8.227511999999999,
Lenzerheide,7078,46.7283044,9.5412767,
Bassins,1269,46.818188,8.227511999999999,
Cham,6330,47.200425,8.4602565,
Wabern,3084,46.925596,7.450935799999999,
Schwanden,3657,46.74716859999999,7.752802699999998,
Herisau,9100,47.3823758,9.286793,
Schinznach-Dorf,5107,47.4602684,8.137235800000001,
Lungern,6078,46.7960715,8.168128099999999,
Liebefeld,3097,46.9313554,7.4186774,
Schneisingen,5425,47.5196737,8.3607803,
Yverdon-les-bains,1400,46.818188,8.227511999999999,
Uesslingen,8524,47.5864622,8.8342485,
Oberegg,9413,47.4174975,9.5492752,
Grimisuat,1971,46.818188,8.227511999999999,
Riazzino,6595,46.1650866,8.8964841,
Bärschwil,4252,47.3876041,7.4687426,
Thundorf,8512,47.5452593,8.9814925,
Dieterswil,3256,47.0557112,7.440894,
Wil,9500,47.4604542,9.0530887,
Lyss,3250,47.0735637,7.3159537,
Baar,6340,47.2003879,8.526752799999999,
Güttingen,8594,47.6003094,9.2840059,
Emmenbrücke,6020,47.0771818,8.2674067,
Luzern,6003,47.0484552,8.2920023,
Arth,6415,47.076418,8.5437967,
Selzach,2545,47.2121208,7.446418599999999,
Tägerwilen,8274,47.647322,9.1316841,
Hofstatt,6154,47.083696,7.8987574,
Hüttwilen,8536,47.613619,8.867386999999999,
Erlenbach,8703,47.3052713,8.603926099999999,
Rafz,8197,47.6083878,8.546168999999999,
Suchy,1433,46.818188,8.227511999999999,
Bedigliora,6981,46.0033943,8.8430359,
Endingen,5304,47.5282817,8.2904051,
Buch am Irchel,8414,47.5474927,8.631845499999999,
Thônex,1226,46.1964722,6.209378999999999,
Baar,6340,47.2003879,8.526752799999999,
Wünnewil,3184,46.87106929999999,7.275707499999999,
Ebnat-Kappel,9642,47.2522495,9.1275795,
Thayngen,8240,47.7447496,8.7107153,
Surcuolm,7138,46.7550921,9.1558896,
Zug,6300,47.15582999999999,8.5314882,
Granges,1614,46.5225288,6.8277192,
Wildhaus,9658,47.213651,9.360623499999999,
St. Gallen,9015,47.4080948,9.3045072,
Gähwil,9534,47.3974541,9.0015436,
Zuckenriet,9526,47.4886845,9.163965600000001,
Gossau,9200,47.4151524,9.248133600000001,
Grenchen,2540,47.1966015,7.383175499999999,
Schangnau I.E.,6197,46.8276597,7.8607874,
Sempach,6204,47.14074189999999,8.201868,
Zürich,8055,47.3627973,8.4936631,
Camorino,6528,46.163593,9.005196999999999,
Madiswil,4934,47.1582636,7.812176999999999,
Dätwil,8452,47.5794485,8.6998866,
Wohlenschwil,5512,47.4148688,8.254268999999999,
Renens,1020,46.53643779999999,6.5909099,
Neuenegg,3176,46.9087039,7.297048099999999,
Langenthal,4900,47.2140396,7.7857711,
Le Mont-sur-Lausanne,1052,46.818188,8.227511999999999,
Bözen,5076,47.4961396,8.0839609,
Maienfeld,7304,47.0050365,9.5300158,
Horw,6048,47.0249599,8.3121008,
Basel,4054,47.551158,7.568881299999999,
Thalheim,5112,47.4434508,8.0961387,
Gams,9473,47.2077199,9.432517599999999,
Ebnat-Kappel,9642,47.2522495,9.1275795,
Haslen,9054,47.3676515,9.368072399999999,
Beringen,8222,47.705337,8.575483799999999,
Wäldi,8564,47.6168492,9.078491399999999,
La Ferrière,2333,47.1476435,6.9120839,
Hünenberg See,6333,47.1698457,8.4420855,
Deitingen,4543,47.2198713,7.6265451,
Saint-Pierre-de-Clage / Chamoson,1955,46.818188,8.227511999999999,
Herznach,5027,47.4742592,8.0506391,
Wängi,9545,47.4969835,8.9661862,
Genève,1203,46.818188,8.227511999999999,
Castel S. Pietro,6874,45.8655773,9.0111518,
Bern,3006,46.9462427,7.4710474,
